"","logFC","logCPM","F","PValue","FDR"
"CHST14",-0.121038036158998,4.45545302385611,3.76135832780118,0.0538447457282221,0.0952598910620067
"AL139011.2",-0.307818682812805,-0.70618681846246,3.76027017058572,0.0538791237216748,0.0953117600402771
"CSTB",0.164180847493242,7.60808444568337,3.75975818077177,0.0538953070480331,0.09533143607238
"HS2ST1",-0.150256548996761,1.28388848276053,3.7592315026187,0.0539119600689426,0.0953519391398686
"MED4",-0.0700937251072848,6.30786259236247,3.75901711498229,0.0539187403584896,0.0953549784897885
"PCDHGA7",-0.16873800320254,-0.698225008914897,3.75663779503926,0.0539940506183857,0.0954792007461888
"RHBDD2",-0.0964126249635068,6.9317516648078,3.75572903752216,0.0540228442544046,0.0955211507475572
"NSG2",-0.494760086062116,-2.31833877300466,3.75499547110339,0.0540460989860575,0.0955533001125623
"HCN1",0.5544191624286,-3.44415573827524,3.75285527107718,0.0541140064043986,0.0956643818173857
"PRPS1",0.172004557980811,1.10234883463794,3.75133230173355,0.0541623849009457,0.0957409220947748
"OLFML1",-0.234851741012761,2.49848868073461,3.74585177105444,0.0543368614269875,0.0960403260988545
"RNF169",0.705789932145731,-3.43687471521207,3.74293514874367,0.0544299587707402,0.0961942858237994
"ZNF836",-0.0841306049728577,3.71401097114889,3.74280302253623,0.0544341802145505,0.0961942858237994
"KRTAP9-8",-0.322231321876785,-3.95017949471496,5.18762810193555,0.0544857150992884,0.0962701146355869
"POLR2L",-0.128371848115572,7.0377540319538,3.74110511723864,0.0544884595675993,0.0962701146355869
"PTK6",-0.270840259887948,0.866021042203462,3.74098126170501,0.0544924212952151,0.0962701146355869
"SLC25A18",-0.426277495261304,-0.687748381797303,3.73839294896822,0.0545752832681002,0.0964074630724373
"TAAR1",-0.582747873943598,-3.65062762648444,3.73999514915855,0.0546205377468616,0.0964783581880336
"RIPK2",-0.191498244612976,3.93282529191341,3.73599935502027,0.0546520313218688,0.0965249358748702
"CYB5R4",-0.171984648245882,4.36086711651783,3.73555032576005,0.0546664418074378,0.0965413359677991
"TUBA3D",0.47095497450669,-0.941601773979095,3.73520360778656,0.0546775716418432,0.0965519398752383
"MYL9",0.181924934084566,9.62600547224944,3.73200618362817,0.0547803248513937,0.0967243190130804
"SATB2",0.184810196910709,0.124464254046118,3.73023669785491,0.0548372781330611,0.0968158055736274
"BEST3",-0.171672889332988,-0.32247685745297,3.72979483326991,0.0548515100077642,0.0968318569512006
"SLC26A5",-0.19145780133305,-0.0975051903103311,3.72961261485952,0.0548573801712211,0.0968331453959391
"GH2",-0.516501933239365,-3.91793426943879,9.93921695955262,0.0549258423311327,0.0969449093819806
"QPRT",0.216333547739972,2.1649186326739,3.72542703464205,0.0549924035160873,0.0970532974926038
"SLA2",-0.313376656581562,1.0135425751403,3.72469938781601,0.0550159130069695,0.0970856926674745
"SPC25",-0.376912143633535,-0.274928218436232,3.7221487711209,0.0550984055352746,0.0972221584370085
"FER1L5",0.235849245894474,-0.0584489294900326,3.72143719427164,0.0551214430602347,0.0972536990136463
"DOK3",-0.193444374576149,5.47446770565703,3.72115533382019,0.0551305712269532,0.097256989482213
"COA7",0.368655385830497,1.0931994384973,3.72106078321378,0.0551336336490367,0.097256989482213
"MFAP5",0.419803476397507,3.67135207480191,3.72004400603893,0.0551665777770555,0.0973059917756715
"KCNJ2",-0.161240811685739,2.49915986779741,3.71903523110518,0.0551992834160126,0.0973545642721511
"IGFBP1",0.625508439585748,-3.38668505813525,3.71791279156646,0.0552356985460057,0.0974096694635513
"SARS2",0.118471492025046,4.94241743046231,3.71717270335451,0.0552597231548114,0.0974429153599491
"SLC12A9",-0.137333448128576,4.64931708474464,3.71650577942716,0.0552813822832429,0.0974712348529406
"GBE1",-0.143500694204609,4.24087256585066,3.71621753401712,0.0552907461950218,0.0974712348529406
"TRMT13",-0.213061822887496,2.02605544420642,3.71620031451878,0.0552913056395861,0.0974712348529406
"STAB2",0.358880339542896,0.273810030775273,3.71537689722179,0.0553180647197411,0.0975092826041437
"ADA2",0.178251865452749,6.15885992232585,3.71268499052227,0.0554056418312705,0.097654517292054
"APOE",0.301525866083711,5.68029669055603,3.71190602708371,0.055431011861953,0.0976900927547452
"RAB4B",-0.109118716472643,4.23782000863578,3.7107343305197,0.0554691961883366,0.0977476346908125
"ZNF366",-0.414408005054069,-0.854922751173076,3.71040478313742,0.0554799408464417,0.0977476346908125
"NUP205",0.127376675249999,4.44052262212982,3.71037742406907,0.0554808329694103,0.0977476346908125
"VGLL2",-0.509266358089905,-3.52430501294532,3.71026749923144,0.0554844175469189,0.0977476346908125
"YJEFN3",0.19506789452068,2.5501585284662,3.70662184294456,0.0556034403769558,0.097948158763895
"SLC15A4",-0.101997704515778,3.74365558021526,3.7022272690589,0.0557472766261208,0.0981923512933953
"TIMM23B",0.0916851484815766,3.30239993471525,3.7020342735202,0.0557536025612046,0.0981943123642458
"CEACAM1",-0.195856917220332,3.70436741773848,3.70089208874445,0.0557910563758988,0.0982510909609406
"KRTAP4-9",0.499042557483521,-3.89644851223274,6.87735948954816,0.0558279848270126,0.0982999408266261
"ZDHHC2",-0.214034190365736,3.37701286637239,3.69972874392471,0.0558292317074038,0.0982999408266261
"P3R3URF",0.650161413264556,-3.57753980505018,3.69874645360956,0.0558614874525559,0.09834754211507
"TM2D3",-0.0618715635125338,5.89140301674976,3.6985851236785,0.0558667869936175,0.0983476809069962
"RASSF2",-0.170390641212076,4.29648318662747,3.69784215828029,0.0558911996672535,0.0983814632154477
"CALR",0.148895217008086,9.54352105194679,3.69675132151805,0.0559270635131379,0.0984353940447063
"ZSWIM9",0.36775903904519,-0.127828524669819,3.69643107699978,0.0559375969822437,0.0984447357951707
"PHF5A",0.242148980229961,2.77581283730924,3.69534680748715,0.055973276479312,0.0984983262323474
"DNAJB8",-0.548638578593549,-3.86206723527244,7.03664655388751,0.055981416911552,0.098503449633833
"ICAM4",-0.355091305579925,1.52588979736472,3.69488103481066,0.0559886108904567,0.0985069068790906
"ADAM9",-0.137372480443049,3.40632902755691,3.69233765748339,0.0560724245501703,0.0986451563014669
"FUBP3",-0.129790287099492,4.8386582511202,3.69157774963834,0.0560974923351146,0.0986800411437939
"MTPN",-0.176720326905916,3.03377650306076,3.69122903457033,0.0561089997331954,0.0986910678780518
"IFNA21",0.509996595904877,-3.18458162294802,3.69059833026845,0.056129819026029,0.0987184698732457
"GRIA4",-0.205566368815246,-1.34121798232038,3.69034023486816,0.0561383410318336,0.0987242408847723
"MBD3L1",0.565390360060356,-3.63516613341835,3.68937475446301,0.0561702323257749,0.0987711039440818
"AIM2",0.390698888879116,-0.83911530064446,3.68918047696136,0.0561766519495684,0.0987731724310219
"IDH3B",-0.103741971956653,5.54469638744815,3.68858455088235,0.0561963483738414,0.0987985824233713
"OR2B6",-0.457502439339767,-2.51126233345869,3.68702579571522,0.0562479029509097,0.0988799921415861
"MFSD8",-0.0912005089954028,4.01001817470428,3.68680187161656,0.0562553132143634,0.0988837912038983
"BNIPL",-0.264422399109134,3.78266911876435,3.68653459135661,0.0562641596189712,0.0988901137247788
"GOLGA8G",0.359039786388657,-2.7227435933806,3.68625435127433,0.0562734365634973,0.0988971917140743
"HAPLN1",-0.453601592099949,0.482620759849687,3.68506360282396,0.0563128728210196,0.0989572666233551
"MCCC2",0.129072317501043,2.86080163679415,3.68252202659335,0.0563971458803327,0.099091771415659
"TAS2R4",0.228900164215046,-0.210404542538946,3.68243798333167,0.0563999348719979,0.099091771415659
"GLRB",0.179189934233594,1.98607681207676,3.68227650093216,0.0564052941101984,0.0990919453928861
"TMEM17",0.294577068770628,-0.895302004080417,3.68178471107777,0.0564216188661469,0.0991113815927337
"HOXC6",0.498930776849113,-2.11836327903538,3.67975618766327,0.0564890082654609,0.0992205070120982
"UGGT2",-0.112643264142566,3.32895022185558,3.6795893868472,0.0564945533696325,0.099220995373591
"MAN2C1",-0.151969951949157,7.79318092101068,3.67919555283342,0.0565076482453149,0.0992347420196926
"CLRN1",-0.382671877465038,-3.10568622839578,3.67885579056435,0.0565189478581924,0.0992453336831308
"ZNF302",-0.11259516421323,5.30785270227228,3.67430231093905,0.0566706182406594,0.0995023866546316
